"language"	"project"	"country"	"pageviews_percentage"
"Marathi"	"mr.wikiquote.org"	"Russia"	0.04
"Marathi"	"mr.wikiquote.org"	"Sweden"	0.01
"Marathi"	"mr.wikiquote.org"	"Turkey"	0.01
"Marathi"	"mr.wikiquote.org"	"United States"	0.21
"Marathi"	"mr.wikiquote.org"	"Vietnam"	0.48
"Marathi"	"mr.wikisource.org"	"Canada"	0.04
"Marathi"	"mr.wikisource.org"	"China"	0.04
"Marathi"	"mr.wikisource.org"	"France"	0.01
"Marathi"	"mr.wikisource.org"	"India"	0.57
"Marathi"	"mr.wikisource.org"	"Poland"	0.01
"Marathi"	"mr.wikisource.org"	"Russia"	0.03
"Marathi"	"mr.wikisource.org"	"Sweden"	0.01
"Marathi"	"mr.wikisource.org"	"United Arab Emirates"	0.01
"Marathi"	"mr.wikisource.org"	"United States"	0.25
"Marathi"	"mr.wikisource.org"	"Other"	0.04
"Marathi"	"mr.wiktionary.org"	"Canada"	0.08
"Marathi"	"mr.wiktionary.org"	"China"	0.05
"Marathi"	"mr.wiktionary.org"	"Germany"	0.03
"Marathi"	"mr.wiktionary.org"	"India"	0.17
"Marathi"	"mr.wiktionary.org"	"Netherlands"	0.04
"Marathi"	"mr.wiktionary.org"	"Republic of Korea"	0.02
"Marathi"	"mr.wiktionary.org"	"Russia"	0.08
"Marathi"	"mr.wiktionary.org"	"Thailand"	0.03
"Marathi"	"mr.wiktionary.org"	"Ukraine"	0.01
"Marathi"	"mr.wiktionary.org"	"United States"	0.43
"Marathi"	"mr.wiktionary.org"	"Vietnam"	0.03
"Marathi"	"mr.wiktionary.org"	"Other"	0.03
"Hill Mari"	"mrj.wikipedia.org"	"Canada"	0.03
"Hill Mari"	"mrj.wikipedia.org"	"China"	0.02
"Hill Mari"	"mrj.wikipedia.org"	"Finland"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"France"	0.02
"Hill Mari"	"mrj.wikipedia.org"	"Germany"	0.08
"Hill Mari"	"mrj.wikipedia.org"	"India"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Iran"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Israel"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Italy"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Kazakhstan"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Mexico"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Netherlands"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Poland"	0.04
"Hill Mari"	"mrj.wikipedia.org"	"Republic of Korea"	0.02
"Hill Mari"	"mrj.wikipedia.org"	"Republic of Lithuania"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Romania"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Russia"	0.06
"Hill Mari"	"mrj.wikipedia.org"	"Serbia"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Spain"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Sweden"	0.02
"Hill Mari"	"mrj.wikipedia.org"	"Thailand"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Turkey"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"Ukraine"	0.02
"Hill Mari"	"mrj.wikipedia.org"	"United Kingdom"	0.01
"Hill Mari"	"mrj.wikipedia.org"	"United States"	0.49
"Hill Mari"	"mrj.wikipedia.org"	"Other"	0.08
"Malay"	"ms.wikibooks.org"	"Canada"	0.03
"Malay"	"ms.wikibooks.org"	"China"	0.02
"Malay"	"ms.wikibooks.org"	"Denmark"	0.01
"Malay"	"ms.wikibooks.org"	"France"	0.02
"Malay"	"ms.wikibooks.org"	"Germany"	0.01
"Malay"	"ms.wikibooks.org"	"Indonesia"	0.11
"Malay"	"ms.wikibooks.org"	"Malaysia"	0.41
"Malay"	"ms.wikibooks.org"	"Netherlands"	0.01
"Malay"	"ms.wikibooks.org"	"Republic of Korea"	0.01
"Malay"	"ms.wikibooks.org"	"Romania"	0.01
"Malay"	"ms.wikibooks.org"	"Russia"	0.02
"Malay"	"ms.wikibooks.org"	"Thailand"	0.01
"Malay"	"ms.wikibooks.org"	"United States"	0.19
"Malay"	"ms.wikibooks.org"	"Vietnam"	0.12
"Malay"	"ms.wikibooks.org"	"Other"	0.04
"Malay"	"ms.wikipedia.org"	"Brunei"	0.01
"Malay"	"ms.wikipedia.org"	"Canada"	0.01
"Malay"	"ms.wikipedia.org"	"China"	0.01
"Malay"	"ms.wikipedia.org"	"Germany"	0.02
"Malay"	"ms.wikipedia.org"	"Indonesia"	0.13
"Malay"	"ms.wikipedia.org"	"Japan"	0.01
"Malay"	"ms.wikipedia.org"	"Malaysia"	0.68
"Malay"	"ms.wikipedia.org"	"Singapore"	0.02
"Malay"	"ms.wikipedia.org"	"United States"	0.06
"Malay"	"ms.wikipedia.org"	"Other"	0.06
"Malay"	"ms.wiktionary.org"	"Brunei"	0.02
"Malay"	"ms.wiktionary.org"	"Canada"	0.04
"Malay"	"ms.wiktionary.org"	"China"	0.11
"Malay"	"ms.wiktionary.org"	"France"	0.03
"Malay"	"ms.wiktionary.org"	"Germany"	0.02
"Malay"	"ms.wiktionary.org"	"Hong Kong"	0.01
"Malay"	"ms.wiktionary.org"	"India"	0.01
"Malay"	"ms.wiktionary.org"	"Indonesia"	0.1
"Malay"	"ms.wiktionary.org"	"Malaysia"	0.36
"Malay"	"ms.wiktionary.org"	"Netherlands"	0.02
"Malay"	"ms.wiktionary.org"	"Poland"	0.01
"Malay"	"ms.wiktionary.org"	"Republic of Korea"	0.02
"Malay"	"ms.wiktionary.org"	"Russia"	0.01
"Malay"	"ms.wiktionary.org"	"Singapore"	0.01
"Malay"	"ms.wiktionary.org"	"Ukraine"	0.01
"Malay"	"ms.wiktionary.org"	"United States"	0.17
"Malay"	"ms.wiktionary.org"	"Vietnam"	0.02
"Malay"	"ms.wiktionary.org"	"Other"	0.05
"Maltese"	"mt.wikipedia.org"	"Brazil"	0.02
"Maltese"	"mt.wikipedia.org"	"Canada"	0.02
"Maltese"	"mt.wikipedia.org"	"China"	0.05
"Maltese"	"mt.wikipedia.org"	"France"	0.03
"Maltese"	"mt.wikipedia.org"	"Germany"	0.03
"Maltese"	"mt.wikipedia.org"	"Ireland"	0.01
"Maltese"	"mt.wikipedia.org"	"Italy"	0.01
"Maltese"	"mt.wikipedia.org"	"Malta"	0.13
"Maltese"	"mt.wikipedia.org"	"Mexico"	0.01
"Maltese"	"mt.wikipedia.org"	"Netherlands"	0.01
"Maltese"	"mt.wikipedia.org"	"Poland"	0.02
"Maltese"	"mt.wikipedia.org"	"Republic of Korea"	0.01
"Maltese"	"mt.wikipedia.org"	"Republic of Lithuania"	0.01
"Maltese"	"mt.wikipedia.org"	"Russia"	0.02
"Maltese"	"mt.wikipedia.org"	"Spain"	0.01
"Maltese"	"mt.wikipedia.org"	"United Kingdom"	0.01
"Maltese"	"mt.wikipedia.org"	"United States"	0.54
"Maltese"	"mt.wikipedia.org"	"Other"	0.07
"Maltese"	"mt.wiktionary.org"	"Bulgaria"	0.01
"Maltese"	"mt.wiktionary.org"	"Canada"	0.08
"Maltese"	"mt.wiktionary.org"	"China"	0.11
"Maltese"	"mt.wiktionary.org"	"France"	0.06
"Maltese"	"mt.wiktionary.org"	"Germany"	0.02
"Maltese"	"mt.wiktionary.org"	"Indonesia"	0.01
"Maltese"	"mt.wiktionary.org"	"Italy"	0.01
"Maltese"	"mt.wiktionary.org"	"Malta"	0.01
"Maltese"	"mt.wiktionary.org"	"Morocco"	0.02
"Maltese"	"mt.wiktionary.org"	"Myanmar [Burma]"	0.01
"Maltese"	"mt.wiktionary.org"	"Netherlands"	0.22
"Maltese"	"mt.wiktionary.org"	"Russia"	0.02
"Maltese"	"mt.wiktionary.org"	"Réunion"	0.01
"Maltese"	"mt.wiktionary.org"	"Sweden"	0.01
"Maltese"	"mt.wiktionary.org"	"Thailand"	0.04
"Maltese"	"mt.wiktionary.org"	"Turkey"	0.01
"Maltese"	"mt.wiktionary.org"	"United States"	0.36
"Maltese"	"mt.wiktionary.org"	"Vanuatu"	0.01
"Maltese"	"mt.wiktionary.org"	"Vietnam"	0.01
"Creek"	"mus.wikipedia.org"	"Canada"	0.09
"Creek"	"mus.wikipedia.org"	"China"	0.12
"Creek"	"mus.wikipedia.org"	"Czech Republic"	0.01
"Creek"	"mus.wikipedia.org"	"France"	0.02
"Creek"	"mus.wikipedia.org"	"Germany"	0.09
"Creek"	"mus.wikipedia.org"	"Italy"	0.01
"Creek"	"mus.wikipedia.org"	"Japan"	0.01
"Creek"	"mus.wikipedia.org"	"Netherlands"	0.02
"Creek"	"mus.wikipedia.org"	"Poland"	0.02
"Creek"	"mus.wikipedia.org"	"Romania"	0.16
"Creek"	"mus.wikipedia.org"	"Russia"	0.03
"Creek"	"mus.wikipedia.org"	"United States"	0.43
"Creek"	"mus.wikipedia.org"	"Vietnam"	0.01
"Mirandese"	"mwl.wikipedia.org"	"Argentina"	0.01
"Mirandese"	"mwl.wikipedia.org"	"Brazil"	0.02
"Mirandese"	"mwl.wikipedia.org"	"Canada"	0.04
"Mirandese"	"mwl.wikipedia.org"	"China"	0.05
"Mirandese"	"mwl.wikipedia.org"	"France"	0.03
"Mirandese"	"mwl.wikipedia.org"	"Germany"	0.05
"Mirandese"	"mwl.wikipedia.org"	"Italy"	0.01
"Mirandese"	"mwl.wikipedia.org"	"Malaysia"	0.01
"Mirandese"	"mwl.wikipedia.org"	"Mexico"	0.02
"Mirandese"	"mwl.wikipedia.org"	"Morocco"	0.01
"Mirandese"	"mwl.wikipedia.org"	"Netherlands"	0.02
"Mirandese"	"mwl.wikipedia.org"	"Poland"	0.02
"Mirandese"	"mwl.wikipedia.org"	"Portugal"	0.01
"Mirandese"	"mwl.wikipedia.org"	"Republic of Korea"	0.01
"Mirandese"	"mwl.wikipedia.org"	"Republic of Lithuania"	0.01
"Mirandese"	"mwl.wikipedia.org"	"Romania"	0.02
"Mirandese"	"mwl.wikipedia.org"	"Russia"	0.03
"Mirandese"	"mwl.wikipedia.org"	"Spain"	0.01
"Mirandese"	"mwl.wikipedia.org"	"Turkey"	0.01
"Mirandese"	"mwl.wikipedia.org"	"Ukraine"	0.01
"Mirandese"	"mwl.wikipedia.org"	"United Kingdom"	0.01
"Mirandese"	"mwl.wikipedia.org"	"United States"	0.56
"Mirandese"	"mwl.wikipedia.org"	"Other"	0.06
"Burmese"	"my.wikibooks.org"	"Canada"	0.1
"Burmese"	"my.wikibooks.org"	"China"	0.03
"Burmese"	"my.wikibooks.org"	"Myanmar [Burma]"	0.03
"Burmese"	"my.wikibooks.org"	"Russia"	0.07
"Burmese"	"my.wikibooks.org"	"Sweden"	0.03
"Burmese"	"my.wikibooks.org"	"Thailand"	0.03
"Burmese"	"my.wikibooks.org"	"United States"	0.37
"Burmese"	"my.wikibooks.org"	"Vietnam"	0.33
"Burmese"	"my.wikipedia.org"	"Australia"	0.01
"Burmese"	"my.wikipedia.org"	"Bangladesh"	0.01
"Burmese"	"my.wikipedia.org"	"Canada"	0.01
"Burmese"	"my.wikipedia.org"	"China"	0.02
"Burmese"	"my.wikipedia.org"	"France"	0.02
"Burmese"	"my.wikipedia.org"	"Germany"	0.04
"Burmese"	"my.wikipedia.org"	"India"	0.01
"Burmese"	"my.wikipedia.org"	"Italy"	0.01
"Burmese"	"my.wikipedia.org"	"Japan"	0.03
"Burmese"	"my.wikipedia.org"	"Malaysia"	0.01
"Burmese"	"my.wikipedia.org"	"Mexico"	0.01
"Burmese"	"my.wikipedia.org"	"Myanmar [Burma]"	0.17
"Burmese"	"my.wikipedia.org"	"Netherlands"	0.01
"Burmese"	"my.wikipedia.org"	"Poland"	0.01
"Burmese"	"my.wikipedia.org"	"Republic of Korea"	0.01
"Burmese"	"my.wikipedia.org"	"Romania"	0.01
"Burmese"	"my.wikipedia.org"	"Russia"	0.01
"Burmese"	"my.wikipedia.org"	"Singapore"	0.16
"Burmese"	"my.wikipedia.org"	"Taiwan"	0.01
"Burmese"	"my.wikipedia.org"	"Thailand"	0.08
"Burmese"	"my.wikipedia.org"	"Ukraine"	0.01
"Burmese"	"my.wikipedia.org"	"United Arab Emirates"	0.01
"Burmese"	"my.wikipedia.org"	"United Kingdom"	0.02
"Burmese"	"my.wikipedia.org"	"United States"	0.24
"Burmese"	"my.wikipedia.org"	"Other"	0.08
"Burmese"	"my.wiktionary.org"	"Canada"	0.02
"Burmese"	"my.wiktionary.org"	"China"	0.1
"Burmese"	"my.wiktionary.org"	"France"	0.02
"Burmese"	"my.wiktionary.org"	"Germany"	0.01
"Burmese"	"my.wiktionary.org"	"Myanmar [Burma]"	0.04
"Burmese"	"my.wiktionary.org"	"Netherlands"	0.01
"Burmese"	"my.wiktionary.org"	"Poland"	0.01
"Burmese"	"my.wiktionary.org"	"Republic of Korea"	0.03
"Burmese"	"my.wiktionary.org"	"Russia"	0.01
"Burmese"	"my.wiktionary.org"	"Singapore"	0.2
"Burmese"	"my.wiktionary.org"	"Thailand"	0.03
"Burmese"	"my.wiktionary.org"	"United States"	0.46
"Burmese"	"my.wiktionary.org"	"Vietnam"	0.03
"Burmese"	"my.wiktionary.org"	"Other"	0.04
"Erzya"	"myv.wikipedia.org"	"Canada"	0.03
"Erzya"	"myv.wikipedia.org"	"China"	0.24
"Erzya"	"myv.wikipedia.org"	"France"	0.02
"Erzya"	"myv.wikipedia.org"	"Germany"	0.04
"Erzya"	"myv.wikipedia.org"	"Mexico"	0.02
"Erzya"	"myv.wikipedia.org"	"Netherlands"	0.02
"Erzya"	"myv.wikipedia.org"	"Poland"	0.03
"Erzya"	"myv.wikipedia.org"	"Republic of Korea"	0.01
"Erzya"	"myv.wikipedia.org"	"Republic of Lithuania"	0.01
"Erzya"	"myv.wikipedia.org"	"Romania"	0.02
"Erzya"	"myv.wikipedia.org"	"Russia"	0.07
"Erzya"	"myv.wikipedia.org"	"Singapore"	0.01
"Erzya"	"myv.wikipedia.org"	"Sweden"	0.01
"Erzya"	"myv.wikipedia.org"	"Ukraine"	0.01
"Erzya"	"myv.wikipedia.org"	"United States"	0.37
"Erzya"	"myv.wikipedia.org"	"Other"	0.09
"Mazanderani"	"mzn.wikipedia.org"	"Canada"	0.02
"Mazanderani"	"mzn.wikipedia.org"	"China"	0.29
"Mazanderani"	"mzn.wikipedia.org"	"Egypt"	0.01
"Mazanderani"	"mzn.wikipedia.org"	"France"	0.02
"Mazanderani"	"mzn.wikipedia.org"	"Germany"	0.04
"Mazanderani"	"mzn.wikipedia.org"	"Iran"	0.26
"Mazanderani"	"mzn.wikipedia.org"	"Mexico"	0.01
"Mazanderani"	"mzn.wikipedia.org"	"Morocco"	0.01
"Mazanderani"	"mzn.wikipedia.org"	"Netherlands"	0.01
"Mazanderani"	"mzn.wikipedia.org"	"Poland"	0.01
"Mazanderani"	"mzn.wikipedia.org"	"Republic of Korea"	0.01
"Mazanderani"	"mzn.wikipedia.org"	"Russia"	0.01
"Mazanderani"	"mzn.wikipedia.org"	"United Kingdom"	0.01
"Mazanderani"	"mzn.wikipedia.org"	"United States"	0.23
"Mazanderani"	"mzn.wikipedia.org"	"Other"	0.07
"Nauru"	"na.wikibooks.org"	"Canada"	0.17
"Nauru"	"na.wikibooks.org"	"China"	0.01
"Nauru"	"na.wikibooks.org"	"France"	0.04
"Nauru"	"na.wikibooks.org"	"Germany"	0.01
"Nauru"	"na.wikibooks.org"	"Italy"	0.01
"Nauru"	"na.wikibooks.org"	"Netherlands"	0.01
"Nauru"	"na.wikibooks.org"	"Russia"	0.04
"Nauru"	"na.wikibooks.org"	"Sweden"	0.01
"Nauru"	"na.wikibooks.org"	"Ukraine"	0.01
"Nauru"	"na.wikibooks.org"	"United Kingdom"	0.01
"Nauru"	"na.wikibooks.org"	"United States"	0.43
"Nauru"	"na.wikibooks.org"	"Vietnam"	0.22
"Nauru"	"na.wikipedia.org"	"Canada"	0.02
"Nauru"	"na.wikipedia.org"	"China"	0.6
"Nauru"	"na.wikipedia.org"	"France"	0.01
"Nauru"	"na.wikipedia.org"	"Germany"	0.02
"Nauru"	"na.wikipedia.org"	"Mexico"	0.01
"Nauru"	"na.wikipedia.org"	"Netherlands"	0.01
"Nauru"	"na.wikipedia.org"	"Poland"	0.02
"Nauru"	"na.wikipedia.org"	"Russia"	0.01
"Nauru"	"na.wikipedia.org"	"Ukraine"	0.01
"Nauru"	"na.wikipedia.org"	"United States"	0.21
"Nauru"	"na.wikipedia.org"	"Other"	0.07
"Nauru"	"na.wikiquote.org"	"Canada"	0.05
"Nauru"	"na.wikiquote.org"	"China"	0.05
"Nauru"	"na.wikiquote.org"	"France"	0.18
"Nauru"	"na.wikiquote.org"	"Italy"	0.05
"Nauru"	"na.wikiquote.org"	"Russia"	0.09
"Nauru"	"na.wikiquote.org"	"United States"	0.18
"Nauru"	"na.wikiquote.org"	"Vietnam"	0.41
"Nauru"	"na.wiktionary.org"	"Canada"	0.08
"Nauru"	"na.wiktionary.org"	"China"	0.11
"Nauru"	"na.wiktionary.org"	"France"	0.04
"Nauru"	"na.wiktionary.org"	"Germany"	0.04
"Nauru"	"na.wiktionary.org"	"Myanmar [Burma]"	0.01
"Nauru"	"na.wiktionary.org"	"Netherlands"	0.01
"Nauru"	"na.wiktionary.org"	"Poland"	0.02
"Nauru"	"na.wiktionary.org"	"Republic of Korea"	0.04
"Nauru"	"na.wiktionary.org"	"Russia"	0.05
"Nauru"	"na.wiktionary.org"	"Ukraine"	0.01
"Nauru"	"na.wiktionary.org"	"United States"	0.56
"Nauru"	"na.wiktionary.org"	"Vietnam"	0.04
"Nāhuatl"	"nah.wikibooks.org"	"Netherlands"	0.06
"Nāhuatl"	"nah.wikibooks.org"	"Russia"	0.25
"Nāhuatl"	"nah.wikibooks.org"	"Vietnam"	0.69
"Nāhuatl"	"nah.wikipedia.org"	"Canada"	0.02
"Nāhuatl"	"nah.wikipedia.org"	"China"	0.35
"Nāhuatl"	"nah.wikipedia.org"	"France"	0.03
"Nāhuatl"	"nah.wikipedia.org"	"Germany"	0.05
"Nāhuatl"	"nah.wikipedia.org"	"Italy"	0.01
"Nāhuatl"	"nah.wikipedia.org"	"Japan"	0.01
"Nāhuatl"	"nah.wikipedia.org"	"Mexico"	0.07
"Nāhuatl"	"nah.wikipedia.org"	"Netherlands"	0.02
"Nāhuatl"	"nah.wikipedia.org"	"Poland"	0.02
"Nāhuatl"	"nah.wikipedia.org"	"Republic of Korea"	0.01
"Nāhuatl"	"nah.wikipedia.org"	"Russia"	0.02
"Nāhuatl"	"nah.wikipedia.org"	"Spain"	0.01
"Nāhuatl"	"nah.wikipedia.org"	"Sweden"	0.01
"Nāhuatl"	"nah.wikipedia.org"	"United Kingdom"	0.01
"Nāhuatl"	"nah.wikipedia.org"	"United States"	0.29
"Nāhuatl"	"nah.wikipedia.org"	"Other"	0.09
"Nāhuatl"	"nah.wiktionary.org"	"Canada"	0.05
"Nāhuatl"	"nah.wiktionary.org"	"China"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"Czech Republic"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"France"	0.05
"Nāhuatl"	"nah.wiktionary.org"	"Georgia"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"Germany"	0.02
"Nāhuatl"	"nah.wiktionary.org"	"Hungary"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"Italy"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"Mexico"	0.3
"Nāhuatl"	"nah.wiktionary.org"	"Netherlands"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"Nigeria"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"Poland"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"Republic of Korea"	0.03
"Nāhuatl"	"nah.wiktionary.org"	"Romania"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"Russia"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"Spain"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"Tunisia"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"Ukraine"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"United Kingdom"	0.01
"Nāhuatl"	"nah.wiktionary.org"	"United States"	0.35
"Nāhuatl"	"nah.wiktionary.org"	"Vietnam"	0.1
"Neapolitan"	"nap.wikipedia.org"	"Canada"	0.02
"Neapolitan"	"nap.wikipedia.org"	"China"	0.05
"Neapolitan"	"nap.wikipedia.org"	"France"	0.03
"Neapolitan"	"nap.wikipedia.org"	"Germany"	0.06
"Neapolitan"	"nap.wikipedia.org"	"Italy"	0.21
"Neapolitan"	"nap.wikipedia.org"	"Japan"	0.01
"Neapolitan"	"nap.wikipedia.org"	"Mexico"	0.02
"Neapolitan"	"nap.wikipedia.org"	"Netherlands"	0.01
"Neapolitan"	"nap.wikipedia.org"	"Poland"	0.02
"Neapolitan"	"nap.wikipedia.org"	"Republic of Korea"	0.01
"Neapolitan"	"nap.wikipedia.org"	"Romania"	0.02
"Neapolitan"	"nap.wikipedia.org"	"Russia"	0.01
"Neapolitan"	"nap.wikipedia.org"	"Spain"	0.01
"Neapolitan"	"nap.wikipedia.org"	"Sweden"	0.01
"Neapolitan"	"nap.wikipedia.org"	"Switzerland"	0.02
"Neapolitan"	"nap.wikipedia.org"	"Turkey"	0.01
"Neapolitan"	"nap.wikipedia.org"	"Ukraine"	0.01
"Neapolitan"	"nap.wikipedia.org"	"United Kingdom"	0.01
"Neapolitan"	"nap.wikipedia.org"	"United States"	0.39
"Neapolitan"	"nap.wikipedia.org"	"Other"	0.07
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Belgium"	0.01
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Brazil"	0.01
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Canada"	0.02
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"China"	0.33
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"France"	0.01
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Germany"	0.06
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Italy"	0.01
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Mexico"	0.02
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Netherlands"	0.15
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Poland"	0.02
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Republic of Korea"	0.01
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Romania"	0.01
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Russia"	0.02
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Spain"	0.01
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"United Kingdom"	0.01
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"United States"	0.24
"Low Saxon (Netherlands)"	"nds-nl.wikipedia.org"	"Other"	0.08
"Low German"	"nds.wikibooks.org"	"Canada"	0.14
"Low German"	"nds.wikibooks.org"	"China"	0.02
"Low German"	"nds.wikibooks.org"	"Germany"	0.02
"Low German"	"nds.wikibooks.org"	"Italy"	0.02
"Low German"	"nds.wikibooks.org"	"Russia"	0.08
"Low German"	"nds.wikibooks.org"	"United Kingdom"	0.02
"Low German"	"nds.wikibooks.org"	"United States"	0.53
"Low German"	"nds.wikibooks.org"	"Vietnam"	0.19
"Low German"	"nds.wikipedia.org"	"Austria"	0.01
"Low German"	"nds.wikipedia.org"	"Canada"	0.02
"Low German"	"nds.wikipedia.org"	"China"	0.05
"Low German"	"nds.wikipedia.org"	"France"	0.02
"Low German"	"nds.wikipedia.org"	"Germany"	0.29
"Low German"	"nds.wikipedia.org"	"India"	0.01
"Low German"	"nds.wikipedia.org"	"Italy"	0.01
"Low German"	"nds.wikipedia.org"	"Mexico"	0.01
"Low German"	"nds.wikipedia.org"	"Netherlands"	0.02
"Low German"	"nds.wikipedia.org"	"Poland"	0.02
"Low German"	"nds.wikipedia.org"	"Republic of Korea"	0.01
"Low German"	"nds.wikipedia.org"	"Russia"	0.01
"Low German"	"nds.wikipedia.org"	"Spain"	0.01
"Low German"	"nds.wikipedia.org"	"Sweden"	0.01
"Low German"	"nds.wikipedia.org"	"Switzerland"	0.01
"Low German"	"nds.wikipedia.org"	"Turkey"	0.01
"Low German"	"nds.wikipedia.org"	"United Kingdom"	0.01
"Low German"	"nds.wikipedia.org"	"United States"	0.4
"Low German"	"nds.wikipedia.org"	"Other"	0.09
"Low German"	"nds.wikiquote.org"	"Canada"	0.22
"Low German"	"nds.wikiquote.org"	"Germany"	0.02
"Low German"	"nds.wikiquote.org"	"Romania"	0.02
"Low German"	"nds.wikiquote.org"	"Thailand"	0.02
"Low German"	"nds.wikiquote.org"	"United Kingdom"	0.02
"Low German"	"nds.wikiquote.org"	"United States"	0.5
"Low German"	"nds.wikiquote.org"	"Vietnam"	0.2
"Low German"	"nds.wiktionary.org"	"Bulgaria"	0.01
"Low German"	"nds.wiktionary.org"	"Canada"	0.03
"Low German"	"nds.wiktionary.org"	"China"	0.04
"Low German"	"nds.wiktionary.org"	"France"	0.03
"Low German"	"nds.wiktionary.org"	"Germany"	0.28
"Low German"	"nds.wiktionary.org"	"Italy"	0.01
"Low German"	"nds.wiktionary.org"	"Japan"	0.01
"Low German"	"nds.wiktionary.org"	"Netherlands"	0.19
"Low German"	"nds.wiktionary.org"	"Poland"	0.02
"Low German"	"nds.wiktionary.org"	"Portugal"	0.01
"Low German"	"nds.wiktionary.org"	"Republic of Korea"	0.04
"Low German"	"nds.wiktionary.org"	"Russia"	0.01
"Low German"	"nds.wiktionary.org"	"Réunion"	0.02
"Low German"	"nds.wiktionary.org"	"United States"	0.26
"Low German"	"nds.wiktionary.org"	"Vietnam"	0.04
"Low German"	"nds.wiktionary.org"	"Other"	0.04
"Nepali"	"ne.wikibooks.org"	"Canada"	0.08
"Nepali"	"ne.wikibooks.org"	"China"	0.02
"Nepali"	"ne.wikibooks.org"	"Czech Republic"	0.11
"Nepali"	"ne.wikibooks.org"	"France"	0.06
"Nepali"	"ne.wikibooks.org"	"Germany"	0.02
"Nepali"	"ne.wikibooks.org"	"India"	0.01
"Nepali"	"ne.wikibooks.org"	"Israel"	0.01
"Nepali"	"ne.wikibooks.org"	"Malaysia"	0.01
"Nepali"	"ne.wikibooks.org"	"Nepal"	0.11
"Nepali"	"ne.wikibooks.org"	"Netherlands"	0.02
"Nepali"	"ne.wikibooks.org"	"Poland"	0.01
"Nepali"	"ne.wikibooks.org"	"Qatar"	0.01
"Nepali"	"ne.wikibooks.org"	"Republic of Korea"	0.01
"Nepali"	"ne.wikibooks.org"	"Romania"	0.01
"Nepali"	"ne.wikibooks.org"	"Russia"	0.03
"Nepali"	"ne.wikibooks.org"	"Saudi Arabia"	0.01
"Nepali"	"ne.wikibooks.org"	"Ukraine"	0.01
"Nepali"	"ne.wikibooks.org"	"United Kingdom"	0.01
"Nepali"	"ne.wikibooks.org"	"United States"	0.25
"Nepali"	"ne.wikibooks.org"	"Vietnam"	0.23
"Nepali"	"ne.wikipedia.org"	"Belgium"	0.01
"Nepali"	"ne.wikipedia.org"	"Canada"	0.02
"Nepali"	"ne.wikipedia.org"	"China"	0.05
"Nepali"	"ne.wikipedia.org"	"France"	0.01
"Nepali"	"ne.wikipedia.org"	"Germany"	0.03
"Nepali"	"ne.wikipedia.org"	"India"	0.09
"Nepali"	"ne.wikipedia.org"	"Japan"	0.01
"Nepali"	"ne.wikipedia.org"	"Malaysia"	0.02
"Nepali"	"ne.wikipedia.org"	"Mexico"	0.01
"Nepali"	"ne.wikipedia.org"	"Nepal"	0.47
