"url"	"lang_local_name"	"pageviews"	"country"
"aa.wikibooks"	"Afar"	1	"Angola"
"aa.wikibooks"	"Afar"	1	"Armenia"
"aa.wikibooks"	"Afar"	1	"Belgium"
"aa.wikibooks"	"Afar"	8	"Canada"
"aa.wikibooks"	"Afar"	3	"China"
"aa.wikibooks"	"Afar"	2	"France"
"aa.wikibooks"	"Afar"	1	"Luxembourg"
"aa.wikibooks"	"Afar"	1	"Netherlands"
"aa.wikibooks"	"Afar"	1	"Poland"
"aa.wikibooks"	"Afar"	2	"Republic of Korea"
"aa.wikibooks"	"Afar"	6	"Russia"
"aa.wikibooks"	"Afar"	1	"Spain"
"aa.wikibooks"	"Afar"	1	"Sudan"
"aa.wikibooks"	"Afar"	1	"Sweden"
"aa.wikibooks"	"Afar"	1	"Ukraine"
"aa.wikibooks"	"Afar"	56	"United States"
"aa.wikibooks"	"Afar"	11	"Vietnam"
"aa.wikipedia"	"Afar"	12	"Canada"
"aa.wikipedia"	"Afar"	9	"China"
"aa.wikipedia"	"Afar"	1	"Finland"
"aa.wikipedia"	"Afar"	1	"France"
"aa.wikipedia"	"Afar"	1	"Germany"
"aa.wikipedia"	"Afar"	1	"Greece"
"aa.wikipedia"	"Afar"	2	"India"
"aa.wikipedia"	"Afar"	1	"Iran"
"aa.wikipedia"	"Afar"	1	"Italy"
"aa.wikipedia"	"Afar"	1	"Japan"
"aa.wikipedia"	"Afar"	3	"Netherlands"
"aa.wikipedia"	"Afar"	1	"Poland"
"aa.wikipedia"	"Afar"	1	"Republic of Korea"
"aa.wikipedia"	"Afar"	1	"Romania"
"aa.wikipedia"	"Afar"	1	"Russia"
"aa.wikipedia"	"Afar"	1	"Saudi Arabia"
"aa.wikipedia"	"Afar"	1	"Sudan"
"aa.wikipedia"	"Afar"	1	"United Arab Emirates"
"aa.wikipedia"	"Afar"	1	"United Kingdom"
"aa.wikipedia"	"Afar"	54	"United States"
"aa.wikipedia"	"Afar"	7	"Other"
"aa.wiktionary"	"Afar"	12	"Canada"
"aa.wiktionary"	"Afar"	8	"China"
"aa.wiktionary"	"Afar"	2	"India"
"aa.wiktionary"	"Afar"	2	"Netherlands"
"aa.wiktionary"	"Afar"	12	"Portugal"
"aa.wiktionary"	"Afar"	2	"Russia"
"aa.wiktionary"	"Afar"	2	"Senegal"
"aa.wiktionary"	"Afar"	2	"United Kingdom"
"aa.wiktionary"	"Afar"	61	"United States"
"ab.wikipedia"	"Abkhazian"	1	"Brazil"
"ab.wikipedia"	"Abkhazian"	2	"Canada"
"ab.wikipedia"	"Abkhazian"	3	"China"
"ab.wikipedia"	"Abkhazian"	1	"France"
"ab.wikipedia"	"Abkhazian"	3	"Germany"
"ab.wikipedia"	"Abkhazian"	4	"Hong Kong"
"ab.wikipedia"	"Abkhazian"	1	"India"
"ab.wikipedia"	"Abkhazian"	1	"Israel"
"ab.wikipedia"	"Abkhazian"	1	"Mexico"
"ab.wikipedia"	"Abkhazian"	2	"Netherlands"
"ab.wikipedia"	"Abkhazian"	3	"Poland"
"ab.wikipedia"	"Abkhazian"	1	"Republic of Korea"
"ab.wikipedia"	"Abkhazian"	3	"Romania"
"ab.wikipedia"	"Abkhazian"	2	"Russia"
"ab.wikipedia"	"Abkhazian"	1	"Spain"
"ab.wikipedia"	"Abkhazian"	1	"Ukraine"
"ab.wikipedia"	"Abkhazian"	1	"United Kingdom"
"ab.wikipedia"	"Abkhazian"	64	"United States"
"ab.wikipedia"	"Abkhazian"	8	"Other"
"ab.wiktionary"	"Abkhazian"	3	"Bulgaria"
"ab.wiktionary"	"Abkhazian"	3	"Canada"
"ab.wiktionary"	"Abkhazian"	16	"China"
"ab.wiktionary"	"Abkhazian"	3	"Italy"
"ab.wiktionary"	"Abkhazian"	3	"Russia"
"ab.wiktionary"	"Abkhazian"	55	"Sweden"
"ab.wiktionary"	"Abkhazian"	16	"United States"
"ace.wikipedia"	"Achinese"	1	"Canada"
"ace.wikipedia"	"Achinese"	12	"China"
"ace.wikipedia"	"Achinese"	1	"France"
"ace.wikipedia"	"Achinese"	31	"Germany"
"ace.wikipedia"	"Achinese"	2	"Indonesia"
"ace.wikipedia"	"Achinese"	1	"Netherlands"
"ace.wikipedia"	"Achinese"	1	"Poland"
"ace.wikipedia"	"Achinese"	2	"Romania"
"ace.wikipedia"	"Achinese"	1	"Russia"
"ace.wikipedia"	"Achinese"	5	"United Kingdom"
"ace.wikipedia"	"Achinese"	36	"United States"
"ace.wikipedia"	"Achinese"	8	"Other"
"af.wikibooks"	"Afrikaans"	2	"Brazil"
"af.wikibooks"	"Afrikaans"	6	"Canada"
"af.wikibooks"	"Afrikaans"	6	"China"
"af.wikibooks"	"Afrikaans"	2	"France"
"af.wikibooks"	"Afrikaans"	3	"Germany"
"af.wikibooks"	"Afrikaans"	2	"India"
"af.wikibooks"	"Afrikaans"	3	"Netherlands"
"af.wikibooks"	"Afrikaans"	1	"Poland"
"af.wikibooks"	"Afrikaans"	6	"South Africa"
"af.wikibooks"	"Afrikaans"	1	"Sweden"
"af.wikibooks"	"Afrikaans"	1	"Switzerland"
"af.wikibooks"	"Afrikaans"	1	"United Kingdom"
"af.wikibooks"	"Afrikaans"	33	"United States"
"af.wikibooks"	"Afrikaans"	33	"Vietnam"
"af.wikipedia"	"Afrikaans"	2	"China"
"af.wikipedia"	"Afrikaans"	1	"France"
"af.wikipedia"	"Afrikaans"	3	"Germany"
"af.wikipedia"	"Afrikaans"	1	"Japan"
"af.wikipedia"	"Afrikaans"	1	"Netherlands"
"af.wikipedia"	"Afrikaans"	1	"Poland"
"af.wikipedia"	"Afrikaans"	1	"Romania"
"af.wikipedia"	"Afrikaans"	1	"Slovakia"
"af.wikipedia"	"Afrikaans"	16	"South Africa"
"af.wikipedia"	"Afrikaans"	1	"United Kingdom"
"af.wikipedia"	"Afrikaans"	66	"United States"
"af.wikipedia"	"Afrikaans"	8	"Other"
"af.wikiquote"	"Afrikaans"	26	"Cambodia"
"af.wikiquote"	"Afrikaans"	3	"Canada"
"af.wikiquote"	"Afrikaans"	4	"China"
"af.wikiquote"	"Afrikaans"	1	"France"
"af.wikiquote"	"Afrikaans"	1	"Germany"
"af.wikiquote"	"Afrikaans"	1	"Italy"
"af.wikiquote"	"Afrikaans"	2	"Netherlands"
"af.wikiquote"	"Afrikaans"	2	"Poland"
"af.wikiquote"	"Afrikaans"	1	"Republic of Korea"
"af.wikiquote"	"Afrikaans"	1	"Russia"
"af.wikiquote"	"Afrikaans"	3	"South Africa"
"af.wikiquote"	"Afrikaans"	1	"Spain"
"af.wikiquote"	"Afrikaans"	1	"Ukraine"
"af.wikiquote"	"Afrikaans"	1	"United Kingdom"
"af.wikiquote"	"Afrikaans"	16	"United States"
"af.wikiquote"	"Afrikaans"	35	"Vietnam"
"af.wikiquote"	"Afrikaans"	2	"Other"
"af.wiktionary"	"Afrikaans"	1	"Canada"
"af.wiktionary"	"Afrikaans"	2	"China"
"af.wiktionary"	"Afrikaans"	1	"France"
"af.wiktionary"	"Afrikaans"	1	"Germany"
"af.wiktionary"	"Afrikaans"	1	"India"
"af.wiktionary"	"Afrikaans"	1	"Japan"
"af.wiktionary"	"Afrikaans"	1	"Namibia"
"af.wiktionary"	"Afrikaans"	23	"Netherlands"
"af.wiktionary"	"Afrikaans"	1	"Poland"
"af.wiktionary"	"Afrikaans"	2	"Republic of Korea"
"af.wiktionary"	"Afrikaans"	1	"Russia"
"af.wiktionary"	"Afrikaans"	20	"South Africa"
"af.wiktionary"	"Afrikaans"	1	"Thailand"
"af.wiktionary"	"Afrikaans"	1	"United Kingdom"
"af.wiktionary"	"Afrikaans"	36	"United States"
"af.wiktionary"	"Afrikaans"	3	"Vietnam"
"af.wiktionary"	"Afrikaans"	5	"Other"
"ak.wikibooks"	"Akan"	9	"China"
"ak.wikibooks"	"Akan"	5	"France"
"ak.wikibooks"	"Akan"	5	"Macao"
"ak.wikibooks"	"Akan"	9	"Russia"
"ak.wikibooks"	"Akan"	5	"United States"
"ak.wikibooks"	"Akan"	68	"Vietnam"
"ak.wikipedia"	"Akan"	4	"Canada"
"ak.wikipedia"	"Akan"	15	"China"
"ak.wikipedia"	"Akan"	3	"France"
"ak.wikipedia"	"Akan"	6	"Germany"
"ak.wikipedia"	"Akan"	1	"Ghana"
"ak.wikipedia"	"Akan"	1	"India"
"ak.wikipedia"	"Akan"	1	"Indonesia"
"ak.wikipedia"	"Akan"	2	"Netherlands"
"ak.wikipedia"	"Akan"	2	"Poland"
"ak.wikipedia"	"Akan"	1	"Republic of Korea"
"ak.wikipedia"	"Akan"	1	"Republic of Lithuania"
"ak.wikipedia"	"Akan"	2	"Romania"
"ak.wikipedia"	"Akan"	2	"Russia"
"ak.wikipedia"	"Akan"	1	"Sweden"
"ak.wikipedia"	"Akan"	3	"Thailand"
"ak.wikipedia"	"Akan"	1	"Turkey"
"ak.wikipedia"	"Akan"	2	"Ukraine"
"ak.wikipedia"	"Akan"	2	"United Kingdom"
"ak.wikipedia"	"Akan"	42	"United States"
"ak.wikipedia"	"Akan"	10	"Other"
"ak.wiktionary"	"Akan"	29	"France"
"ak.wiktionary"	"Akan"	14	"Sweden"
"ak.wiktionary"	"Akan"	57	"United States"
"als.wikibooks"	"Alemannisch"	16	"Canada"
"als.wikibooks"	"Alemannisch"	8	"China"
"als.wikibooks"	"Alemannisch"	2	"Republic of Korea"
"als.wikibooks"	"Alemannisch"	2	"Romania"
"als.wikibooks"	"Alemannisch"	2	"Spain"
"als.wikibooks"	"Alemannisch"	2	"Ukraine"
"als.wikibooks"	"Alemannisch"	47	"United States"
"als.wikibooks"	"Alemannisch"	23	"Vietnam"
"als.wikipedia"	"Alemannisch"	1	"Austria"
"als.wikipedia"	"Alemannisch"	1	"Canada"
"als.wikipedia"	"Alemannisch"	4	"China"
"als.wikipedia"	"Alemannisch"	2	"France"
"als.wikipedia"	"Alemannisch"	16	"Germany"
"als.wikipedia"	"Alemannisch"	1	"India"
"als.wikipedia"	"Alemannisch"	1	"Israel"
"als.wikipedia"	"Alemannisch"	1	"Italy"
"als.wikipedia"	"Alemannisch"	1	"Japan"
"als.wikipedia"	"Alemannisch"	1	"Mexico"
"als.wikipedia"	"Alemannisch"	1	"Netherlands"
"als.wikipedia"	"Alemannisch"	2	"Poland"
"als.wikipedia"	"Alemannisch"	1	"Republic of Korea"
"als.wikipedia"	"Alemannisch"	4	"Romania"
"als.wikipedia"	"Alemannisch"	1	"Russia"
"als.wikipedia"	"Alemannisch"	1	"Spain"
"als.wikipedia"	"Alemannisch"	5	"Switzerland"
"als.wikipedia"	"Alemannisch"	1	"United Kingdom"
"als.wikipedia"	"Alemannisch"	51	"United States"
"als.wikipedia"	"Alemannisch"	8	"Other"
"als.wikiquote"	"Alemannisch"	9	"Canada"
"als.wikiquote"	"Alemannisch"	4	"China"
"als.wikiquote"	"Alemannisch"	1	"Finland"
"als.wikiquote"	"Alemannisch"	1	"France"
"als.wikiquote"	"Alemannisch"	2	"Germany"
"als.wikiquote"	"Alemannisch"	1	"Ireland"
"als.wikiquote"	"Alemannisch"	1	"Poland"
"als.wikiquote"	"Alemannisch"	5	"Russia"
"als.wikiquote"	"Alemannisch"	6	"Sweden"
"als.wikiquote"	"Alemannisch"	4	"Switzerland"
"als.wikiquote"	"Alemannisch"	1	"United Kingdom"
"als.wikiquote"	"Alemannisch"	44	"United States"
"als.wikiquote"	"Alemannisch"	21	"Vietnam"
"als.wiktionary"	"Alemannisch"	16	"Canada"
"als.wiktionary"	"Alemannisch"	9	"France"
"als.wiktionary"	"Alemannisch"	3	"Italy"
"als.wiktionary"	"Alemannisch"	3	"Poland"
"als.wiktionary"	"Alemannisch"	9	"Russia"
"als.wiktionary"	"Alemannisch"	59	"United States"
"am.wikipedia"	"Amharic"	1	"Armenia"
"am.wikipedia"	"Amharic"	1	"Canada"
"am.wikipedia"	"Amharic"	2	"China"
"am.wikipedia"	"Amharic"	32	"Ethiopia"
"am.wikipedia"	"Amharic"	2	"France"
"am.wikipedia"	"Amharic"	3	"Germany"
"am.wikipedia"	"Amharic"	1	"Israel"
"am.wikipedia"	"Amharic"	1	"Italy"
"am.wikipedia"	"Amharic"	2	"Japan"
"am.wikipedia"	"Amharic"	1	"Mexico"
"am.wikipedia"	"Amharic"	1	"Netherlands"
"am.wikipedia"	"Amharic"	1	"Poland"
"am.wikipedia"	"Amharic"	1	"Republic of Korea"
"am.wikipedia"	"Amharic"	2	"Romania"
"am.wikipedia"	"Amharic"	1	"Russia"
"am.wikipedia"	"Amharic"	1	"Saudi Arabia"
"am.wikipedia"	"Amharic"	1	"South Africa"
"am.wikipedia"	"Amharic"	2	"Sudan"
"am.wikipedia"	"Amharic"	1	"Sweden"
"am.wikipedia"	"Amharic"	1	"United Kingdom"
"am.wikipedia"	"Amharic"	35	"United States"
"am.wikipedia"	"Amharic"	10	"Other"
"am.wikiquote"	"Amharic"	6	"Canada"
"am.wikiquote"	"Amharic"	4	"China"
"am.wikiquote"	"Amharic"	1	"Egypt"
"am.wikiquote"	"Amharic"	2	"Germany"
"am.wikiquote"	"Amharic"	1	"India"
"am.wikiquote"	"Amharic"	2	"Netherlands"
"am.wikiquote"	"Amharic"	2	"Republic of Korea"
"am.wikiquote"	"Amharic"	1	"Spain"
"am.wikiquote"	"Amharic"	26	"United States"
"am.wikiquote"	"Amharic"	56	"Vietnam"
"am.wiktionary"	"Amharic"	16	"Cambodia"
"am.wiktionary"	"Amharic"	4	"Canada"
"am.wiktionary"	"Amharic"	6	"China"
"am.wiktionary"	"Amharic"	4	"Ethiopia"
"am.wiktionary"	"Amharic"	3	"France"
"am.wiktionary"	"Amharic"	2	"Germany"
"am.wiktionary"	"Amharic"	1	"India"
"am.wiktionary"	"Amharic"	1	"Indonesia"
"am.wiktionary"	"Amharic"	1	"Israel"
"am.wiktionary"	"Amharic"	6	"Japan"
"am.wiktionary"	"Amharic"	2	"Netherlands"
"am.wiktionary"	"Amharic"	2	"Poland"
"am.wiktionary"	"Amharic"	3	"Republic of Korea"
"am.wiktionary"	"Amharic"	2	"Russia"
"am.wiktionary"	"Amharic"	1	"Sweden"
"am.wiktionary"	"Amharic"	1	"Thailand"
"am.wiktionary"	"Amharic"	1	"Ukraine"
"am.wiktionary"	"Amharic"	36	"United States"
"am.wiktionary"	"Amharic"	2	"Vietnam"
"am.wiktionary"	"Amharic"	7	"Other"
"an.wikipedia"	"Aragonese"	1	"Canada"
"an.wikipedia"	"Aragonese"	5	"China"
"an.wikipedia"	"Aragonese"	1	"Colombia"
"an.wikipedia"	"Aragonese"	3	"France"
"an.wikipedia"	"Aragonese"	4	"Germany"
"an.wikipedia"	"Aragonese"	1	"Italy"
"an.wikipedia"	"Aragonese"	2	"Mexico"
"an.wikipedia"	"Aragonese"	1	"Netherlands"
"an.wikipedia"	"Aragonese"	1	"Poland"
"an.wikipedia"	"Aragonese"	1	"Republic of Korea"
"an.wikipedia"	"Aragonese"	2	"Romania"
"an.wikipedia"	"Aragonese"	2	"Russia"
"an.wikipedia"	"Aragonese"	1	"Singapore"
"an.wikipedia"	"Aragonese"	5	"Spain"
"an.wikipedia"	"Aragonese"	1	"United Kingdom"
"an.wikipedia"	"Aragonese"	63	"United States"
"an.wikipedia"	"Aragonese"	1	"Venezuela"
"an.wikipedia"	"Aragonese"	7	"Other"
"an.wiktionary"	"Aragonese"	1	"Bangladesh"
"an.wiktionary"	"Aragonese"	5	"Canada"
"an.wiktionary"	"Aragonese"	11	"China"
"an.wiktionary"	"Aragonese"	1	"Colombia"
"an.wiktionary"	"Aragonese"	7	"France"
"an.wiktionary"	"Aragonese"	1	"Georgia"
"an.wiktionary"	"Aragonese"	4	"Germany"
"an.wiktionary"	"Aragonese"	1	"Iraq"
"an.wiktionary"	"Aragonese"	1	"Italy"
"an.wiktionary"	"Aragonese"	1	"Malaysia"
"an.wiktionary"	"Aragonese"	1	"Mexico"
"an.wiktionary"	"Aragonese"	1	"Morocco"
"an.wiktionary"	"Aragonese"	6	"Netherlands"
"an.wiktionary"	"Aragonese"	1	"Poland"
"an.wiktionary"	"Aragonese"	2	"Republic of Korea"
"an.wiktionary"	"Aragonese"	1	"Republic of Moldova"
"an.wiktionary"	"Aragonese"	1	"Russia"
"an.wiktionary"	"Aragonese"	3	"Spain"
"an.wiktionary"	"Aragonese"	5	"Thailand"
"an.wiktionary"	"Aragonese"	1	"Tunisia"
"an.wiktionary"	"Aragonese"	1	"Turkey"
"an.wiktionary"	"Aragonese"	4	"Ukraine"
"an.wiktionary"	"Aragonese"	39	"United States"
"an.wiktionary"	"Aragonese"	6	"Vietnam"
"an.wiktionary"	"Aragonese"	1	"Yemen"
"ang.wikibooks"	"Old English"	1	"Australia"
"ang.wikibooks"	"Old English"	1	"Bangladesh"
"ang.wikibooks"	"Old English"	6	"Canada"
"ang.wikibooks"	"Old English"	3	"China"
"ang.wikibooks"	"Old English"	2	"France"
"ang.wikibooks"	"Old English"	3	"Netherlands"
"ang.wikibooks"	"Old English"	2	"Poland"
"ang.wikibooks"	"Old English"	2	"Republic of Korea"
"ang.wikibooks"	"Old English"	1	"Romania"
"ang.wikibooks"	"Old English"	1	"Russia"
"ang.wikibooks"	"Old English"	1	"Spain"
"ang.wikibooks"	"Old English"	2	"Sweden"
"ang.wikibooks"	"Old English"	1	"Tunisia"
"ang.wikibooks"	"Old English"	8	"Ukraine"
"ang.wikibooks"	"Old English"	36	"United States"
"ang.wikibooks"	"Old English"	33	"Vietnam"
"ang.wikipedia"	"Old English"	1	"Algeria"
"ang.wikipedia"	"Old English"	1	"Australia"
"ang.wikipedia"	"Old English"	1	"Austria"
"ang.wikipedia"	"Old English"	1	"Belgium"
"ang.wikipedia"	"Old English"	1	"Brazil"
"ang.wikipedia"	"Old English"	2	"Canada"
"ang.wikipedia"	"Old English"	6	"China"
"ang.wikipedia"	"Old English"	1	"Colombia"
"ang.wikipedia"	"Old English"	1	"Czech Republic"
"ang.wikipedia"	"Old English"	5	"France"
"ang.wikipedia"	"Old English"	8	"Germany"
"ang.wikipedia"	"Old English"	1	"India"
"ang.wikipedia"	"Old English"	1	"Iran"
"ang.wikipedia"	"Old English"	1	"Israel"
"ang.wikipedia"	"Old English"	2	"Italy"
"ang.wikipedia"	"Old English"	1	"Japan"
"ang.wikipedia"	"Old English"	2	"Mexico"
"ang.wikipedia"	"Old English"	1	"Morocco"
"ang.wikipedia"	"Old English"	2	"Netherlands"
"ang.wikipedia"	"Old English"	1	"Norway"
"ang.wikipedia"	"Old English"	3	"Poland"
"ang.wikipedia"	"Old English"	1	"Republic of Korea"
"ang.wikipedia"	"Old English"	2	"Romania"
"ang.wikipedia"	"Old English"	3	"Russia"
"ang.wikipedia"	"Old English"	1	"Serbia"
"ang.wikipedia"	"Old English"	2	"Spain"
"ang.wikipedia"	"Old English"	1	"Sweden"
"ang.wikipedia"	"Old English"	1	"Switzerland"
"ang.wikipedia"	"Old English"	1	"Tunisia"
"ang.wikipedia"	"Old English"	2	"Turkey"
"ang.wikipedia"	"Old English"	2	"Ukraine"
"ang.wikipedia"	"Old English"	3	"United Kingdom"
"ang.wikipedia"	"Old English"	31	"United States"
"ang.wikipedia"	"Old English"	13	"Other"
"ang.wikiquote"	"Old English"	3	"Australia"
"ang.wikiquote"	"Old English"	8	"Canada"
"ang.wikiquote"	"Old English"	6	"China"
"ang.wikiquote"	"Old English"	1	"Czech Republic"
"ang.wikiquote"	"Old English"	2	"France"
"ang.wikiquote"	"Old English"	3	"Germany"
"ang.wikiquote"	"Old English"	1	"India"
"ang.wikiquote"	"Old English"	1	"Netherlands"
"ang.wikiquote"	"Old English"	1	"Pakistan"
"ang.wikiquote"	"Old English"	2	"Poland"
"ang.wikiquote"	"Old English"	2	"Republic of Korea"
"ang.wikiquote"	"Old English"	2	"Romania"
"ang.wikiquote"	"Old English"	3	"Russia"
"ang.wikiquote"	"Old English"	1	"Saudi Arabia"
"ang.wikiquote"	"Old English"	1	"Singapore"
"ang.wikiquote"	"Old English"	1	"South Africa"
"ang.wikiquote"	"Old English"	1	"Sudan"
"ang.wikiquote"	"Old English"	1	"Thailand"
"ang.wikiquote"	"Old English"	1	"Turkey"
"ang.wikiquote"	"Old English"	2	"Ukraine"
"ang.wikiquote"	"Old English"	2	"United Kingdom"
"ang.wikiquote"	"Old English"	36	"United States"
"ang.wikiquote"	"Old English"	24	"Vietnam"
"ang.wikisource"	"Old English"	24	"Canada"
"ang.wikisource"	"Old English"	7	"China"
"ang.wikisource"	"Old English"	3	"France"
"ang.wikisource"	"Old English"	14	"Russia"
"ang.wikisource"	"Old English"	52	"United States"
"ang.wiktionary"	"Old English"	1	"Bangladesh"
"ang.wiktionary"	"Old English"	2	"Bulgaria"
"ang.wiktionary"	"Old English"	10	"Canada"
"ang.wiktionary"	"Old English"	4	"China"
"ang.wiktionary"	"Old English"	1	"Czech Republic"
"ang.wiktionary"	"Old English"	1	"Egypt"
"ang.wiktionary"	"Old English"	9	"France"
"ang.wiktionary"	"Old English"	3	"Germany"
"ang.wiktionary"	"Old English"	1	"Greece"
"ang.wiktionary"	"Old English"	1	"India"
"ang.wiktionary"	"Old English"	1	"Iran"
"ang.wiktionary"	"Old English"	1	"Italy"
"ang.wiktionary"	"Old English"	1	"Japan"
"ang.wiktionary"	"Old English"	1	"Luxembourg"
"ang.wiktionary"	"Old English"	1	"Netherlands"
"ang.wiktionary"	"Old English"	1	"Poland"
"ang.wiktionary"	"Old English"	4	"Republic of Korea"
"ang.wiktionary"	"Old English"	1	"Republic of Lithuania"
"ang.wiktionary"	"Old English"	1	"Republic of Moldova"
"ang.wiktionary"	"Old English"	1	"Romania"
"ang.wiktionary"	"Old English"	4	"Russia"
"ang.wiktionary"	"Old English"	1	"Slovenia"
"ang.wiktionary"	"Old English"	5	"Sweden"
"ang.wiktionary"	"Old English"	1	"Switzerland"
"ang.wiktionary"	"Old English"	1	"Ukraine"
"ang.wiktionary"	"Old English"	3	"United Kingdom"
"ang.wiktionary"	"Old English"	43	"United States"
"ang.wiktionary"	"Old English"	4	"Vietnam"
"ar.wikibooks"	"Arabic"	12	"Algeria"
"ar.wikibooks"	"Arabic"	1	"Bahrain"
"ar.wikibooks"	"Arabic"	1	"China"
"ar.wikibooks"	"Arabic"	15	"Egypt"
"ar.wikibooks"	"Arabic"	1	"France"
"ar.wikibooks"	"Arabic"	1	"Germany"
"ar.wikibooks"	"Arabic"	3	"Hashemite Kingdom of Jordan"
"ar.wikibooks"	"Arabic"	5	"Iraq"
"ar.wikibooks"	"Arabic"	2	"Israel"
"ar.wikibooks"	"Arabic"	1	"Kuwait"
"ar.wikibooks"	"Arabic"	1	"Lebanon"
"ar.wikibooks"	"Arabic"	2	"Libya"
"ar.wikibooks"	"Arabic"	9	"Morocco"
"ar.wikibooks"	"Arabic"	2	"Oman"
"ar.wikibooks"	"Arabic"	2	"Palestine"
"ar.wikibooks"	"Arabic"	1	"Qatar"
"ar.wikibooks"	"Arabic"	18	"Saudi Arabia"
"ar.wikibooks"	"Arabic"	4	"Sudan"
"ar.wikibooks"	"Arabic"	2	"Syria"
"ar.wikibooks"	"Arabic"	2	"Tunisia"
"ar.wikibooks"	"Arabic"	1	"Turkey"
"ar.wikibooks"	"Arabic"	2	"United Arab Emirates"
"ar.wikibooks"	"Arabic"	5	"United States"
"ar.wikibooks"	"Arabic"	2	"Vietnam"
"ar.wikibooks"	"Arabic"	3	"Yemen"
"ar.wikibooks"	"Arabic"	5	"Other"
"ar.wikinews"	"Arabic"	3	"Algeria"
"ar.wikinews"	"Arabic"	8	"Cambodia"
"ar.wikinews"	"Arabic"	3	"Canada"
"ar.wikinews"	"Arabic"	2	"China"
"ar.wikinews"	"Arabic"	5	"Egypt"
"ar.wikinews"	"Arabic"	4	"France"
"ar.wikinews"	"Arabic"	3	"Germany"
"ar.wikinews"	"Arabic"	2	"Hashemite Kingdom of Jordan"
"ar.wikinews"	"Arabic"	2	"Iraq"
"ar.wikinews"	"Arabic"	1	"Libya"
"ar.wikinews"	"Arabic"	8	"Morocco"
"ar.wikinews"	"Arabic"	1	"Pakistan"
"ar.wikinews"	"Arabic"	1	"Palestine"
"ar.wikinews"	"Arabic"	1	"Poland"
"ar.wikinews"	"Arabic"	1	"Qatar"
"ar.wikinews"	"Arabic"	1	"Republic of Korea"
"ar.wikinews"	"Arabic"	1	"Russia"
"ar.wikinews"	"Arabic"	3	"Saudi Arabia"
"ar.wikinews"	"Arabic"	2	"Sudan"
"ar.wikinews"	"Arabic"	1	"Syria"
"ar.wikinews"	"Arabic"	1	"Tunisia"
"ar.wikinews"	"Arabic"	1	"Turkey"
"ar.wikinews"	"Arabic"	1	"United Arab Emirates"
"ar.wikinews"	"Arabic"	26	"United States"
"ar.wikinews"	"Arabic"	12	"Vietnam"
"ar.wikinews"	"Arabic"	1	"Yemen"
"ar.wikinews"	"Arabic"	7	"Other"
"ar.wikipedia"	"Arabic"	6	"Morocco"
"ar.wikipedia"	"Arabic"	7	"Algeria"
"ar.wikipedia"	"Arabic"	1	"Bahrain"
"ar.wikipedia"	"Arabic"	1	"China"
"ar.wikipedia"	"Arabic"	15	"Egypt"
"ar.wikipedia"	"Arabic"	1	"France"
"ar.wikipedia"	"Arabic"	1	"Germany"
"ar.wikipedia"	"Arabic"	4	"Hashemite Kingdom of Jordan"
"ar.wikipedia"	"Arabic"	5	"Iraq"
"ar.wikipedia"	"Arabic"	2	"Israel"
"ar.wikipedia"	"Arabic"	3	"Kuwait"
"ar.wikipedia"	"Arabic"	1	"Lebanon"
"ar.wikipedia"	"Arabic"	1	"Libya"
"ar.wikipedia"	"Arabic"	1	"Oman"
"ar.wikipedia"	"Arabic"	2	"Palestine"
"ar.wikipedia"	"Arabic"	1	"Qatar"
"ar.wikipedia"	"Arabic"	24	"Saudi Arabia"
"ar.wikipedia"	"Arabic"	2	"Sudan"
"ar.wikipedia"	"Arabic"	1	"Syria"
"ar.wikipedia"	"Arabic"	2	"Tunisia"
"ar.wikipedia"	"Arabic"	1	"Turkey"
"ar.wikipedia"	"Arabic"	3	"United Arab Emirates"
"ar.wikipedia"	"Arabic"	1	"United Kingdom"
"ar.wikipedia"	"Arabic"	6	"United States"
"ar.wikipedia"	"Arabic"	2	"Yemen"
"ar.wikipedia"	"Arabic"	5	"Other"
"ar.wikiquote"	"Arabic"	6	"Algeria"
"ar.wikiquote"	"Arabic"	1	"Bahrain"
"ar.wikiquote"	"Arabic"	2	"Cambodia"
"ar.wikiquote"	"Arabic"	1	"Canada"
"ar.wikiquote"	"Arabic"	1	"China"
"ar.wikiquote"	"Arabic"	12	"Egypt"
"ar.wikiquote"	"Arabic"	1	"France"
"ar.wikiquote"	"Arabic"	2	"Germany"
"ar.wikiquote"	"Arabic"	4	"Hashemite Kingdom of Jordan"
"ar.wikiquote"	"Arabic"	4	"Iraq"
"ar.wikiquote"	"Arabic"	2	"Israel"
"ar.wikiquote"	"Arabic"	2	"Kuwait"
"ar.wikiquote"	"Arabic"	2	"Lebanon"
"ar.wikiquote"	"Arabic"	1	"Libya"
"ar.wikiquote"	"Arabic"	7	"Morocco"
"ar.wikiquote"	"Arabic"	1	"Oman"
"ar.wikiquote"	"Arabic"	2	"Palestine"
"ar.wikiquote"	"Arabic"	1	"Qatar"
"ar.wikiquote"	"Arabic"	17	"Saudi Arabia"
"ar.wikiquote"	"Arabic"	4	"Sudan"
"ar.wikiquote"	"Arabic"	2	"Syria"
"ar.wikiquote"	"Arabic"	3	"Tunisia"
"ar.wikiquote"	"Arabic"	1	"Turkey"
"ar.wikiquote"	"Arabic"	2	"United Arab Emirates"
"ar.wikiquote"	"Arabic"	1	"United Kingdom"
"ar.wikiquote"	"Arabic"	6	"United States"
